Date,Description,Amount
2024-10-04,Rent,-354.6014948014013
2024-10-05,Rent,-404.83055414042906
2024-10-06,Dining,-95.98928108353252
2024-10-07,Utilities,-478.51070130505684
2024-10-08,Subscription,-466.03981951670085
2024-10-09,Rent,-487.7294028370753
2024-10-10,Grocery,-280.3602853095328
2024-10-11,Dining,-299.9879971943394
2024-10-12,Subscription,-488.76991984796035
2024-10-13,Subscription,-422.558253355688
2024-10-14,Utilities,-235.44127437780395
2024-10-15,Utilities,-215.60195864584347
2024-10-16,Subscription,-122.52072000815753
2024-10-17,Dining,-469.8284734873421
2024-10-18,Rent,-187.63146637006184
2024-10-19,Utilities,-135.47837401282874
2024-10-20,Deposit / Salary,2406.784850247825
2024-10-21,Dining,-93.26604244841496
2024-10-22,Subscription,-490.39479985148466
2024-10-23,Subscription,-470.187975374741
2024-10-24,Subscription,-251.4518236798136
2024-10-25,Subscription,-459.7908884764532
2024-10-26,Utilities,-491.80699365197984
2024-10-27,Utilities,-480.2234271595016
2024-10-28,Deposit / Salary,2077.7032313227637
2024-10-29,Utilities,-335.93467309004933
2024-10-30,Deposit / Salary,2804.2454438150235
2024-10-31,Utilities,-321.6189686894769
2024-11-01,Deposit / Salary,4670.547883453059
2024-11-02,Grocery,-206.3578594208144
2024-11-03,Utilities,-462.84187318631757
2024-11-04,Subscription,-389.1840596998511
2024-11-05,Rent,-415.32489097007056
2024-11-06,Utilities,-86.93493731715529
2024-11-07,Deposit / Salary,4115.417429477133
2024-11-08,Dining,-173.08290719464821
2024-11-09,Rent,-338.8236426745723
2024-11-10,Rent,-398.05089962326457
2024-11-11,Deposit / Salary,1364.4129801070162
2024-11-12,Rent,-364.63183616658125
2024-11-13,Rent,-223.1945490944235
2024-11-14,Deposit / Salary,2176.305369166395
2024-11-15,Rent,-336.21771987742596
2024-11-16,Dining,-486.6835631994073
2024-11-17,Grocery,-427.7314438074791
2024-11-18,Dining,-134.0040710571989
2024-11-19,Dining,-234.56081978361556
2024-11-20,Dining,-278.47634286266606
2024-11-21,Rent,-263.6582601167181
2024-11-22,Utilities,-264.7277626688789
2024-11-23,Utilities,-109.06936416659786
2024-11-24,Rent,-135.99140390292186
2024-11-25,Deposit / Salary,1548.1029581673363
2024-11-26,Utilities,-135.97027422257162
2024-11-27,Utilities,-228.86894503659173
2024-11-28,Utilities,-345.7316513666639
2024-11-29,Deposit / Salary,1218.4703572742403
2024-11-30,Dining,-179.21440183141172
2024-12-01,Utilities,-197.29968485412516
2024-12-02,Utilities,-295.0585393324363
2024-12-03,Deposit / Salary,3259.5954271736587
2024-12-04,Utilities,-152.28906927301807
2024-12-05,Grocery,-60.07006299957683
2024-12-06,Dining,-169.78721170890844
2024-12-07,Rent,-65.69315669775436
2024-12-08,Utilities,-319.84698149631737
2024-12-09,Dining,-311.54097826362755
2024-12-10,Rent,-345.77770302405804
2024-12-11,Deposit / Salary,1860.3116884965502
2024-12-12,Subscription,-55.48505133036032
2024-12-13,Grocery,-373.63221870015246
2024-12-14,Grocery,-365.18991031277153
2024-12-15,Rent,-285.8881772255244
2024-12-16,Utilities,-79.47480819000427
2024-12-17,Grocery,-141.63882405869685
2024-12-18,Dining,-282.7690787501451
2024-12-19,Deposit / Salary,2145.0651391279453
2024-12-20,Subscription,-359.847863520957
2024-12-21,Utilities,-185.7212504281426
2024-12-22,Subscription,-159.10818932755762
2024-12-23,Subscription,-253.37487055124964
2024-12-24,Subscription,-442.48580548575023
2024-12-25,Utilities,-167.76718989760653
2024-12-26,Deposit / Salary,1945.6526272250678
2024-12-27,Dining,-135.96969675339977
2024-12-28,Subscription,-491.20025168601984
2024-12-29,Utilities,-123.09009171777689
2024-12-30,Deposit / Salary,4535.391861599303
2024-12-31,Dining,-218.09164425019657
2025-01-01,Utilities,-209.8079844674281
