Date,Description,Amount
2024-10-04,Rent,-377.11375198273555
2024-10-05,Deposit / Salary,4521.484242246379
2024-10-06,Utilities,-91.22156797506429
2024-10-07,Subscription,-457.982006065581
2024-10-08,Utilities,-436.05234297510214
2024-10-09,Rent,-83.64038222723602
2024-10-10,Utilities,-465.27802572962037
2024-10-11,Rent,-455.49951269291387
2024-10-12,Deposit / Salary,3953.143935078204
2024-10-13,Subscription,-297.0166705311233
2024-10-14,Grocery,-181.71412835494846
2024-10-15,Deposit / Salary,4142.609759602642
2024-10-16,Utilities,-352.786913246217
2024-10-17,Dining,-480.93986502573244
2024-10-18,Utilities,-70.9419113067665
2024-10-19,Rent,-396.2739091792916
2024-10-20,Subscription,-143.91979928894392
2024-10-21,Dining,-312.0417021793141
2024-10-22,Dining,-449.5332176179048
2024-10-23,Utilities,-364.4662580336242
2024-10-24,Deposit / Salary,1052.237552412194
2024-10-25,Subscription,-326.4550440972674
2024-10-26,Deposit / Salary,3423.046633792759
2024-10-27,Deposit / Salary,2986.3647022267282
2024-10-28,Grocery,-306.27474907676736
2024-10-29,Dining,-144.08405639580613
2024-10-30,Utilities,-375.29816668753415
2024-10-31,Utilities,-413.1381059877605
2024-11-01,Grocery,-74.18915385181253
2024-11-02,Rent,-349.8510107191458
2024-11-03,Rent,-271.720306584637
2024-11-04,Rent,-328.7886032671619
2024-11-05,Dining,-181.18252265382895
2024-11-06,Utilities,-210.82205103238425
2024-11-07,Dining,-288.3977331427661
2024-11-08,Grocery,-317.78106953489475
2024-11-09,Subscription,-441.18378903322287
2024-11-10,Dining,-322.385068941827
2024-11-11,Deposit / Salary,2976.430237133751
2024-11-12,Utilities,-95.5392711649655
2024-11-13,Deposit / Salary,1579.0192168147764
2024-11-14,Deposit / Salary,4281.381742879537
2024-11-15,Subscription,-173.00406869641506
2024-11-16,Rent,-294.9997248692204
2024-11-17,Grocery,-260.7565292114002
2024-11-18,Rent,-441.474052403733
2024-11-19,Deposit / Salary,2973.565762658954
2024-11-20,Rent,-308.79898592779625
2024-11-21,Subscription,-252.49649235292827
2024-11-22,Utilities,-274.5723201068414
2024-11-23,Utilities,-226.54402820208048
2024-11-24,Subscription,-418.39182226559717
2024-11-25,Dining,-76.43238949935167
2024-11-26,Deposit / Salary,3527.1276473456824
2024-11-27,Utilities,-371.80524022992967
2024-11-28,Grocery,-324.34433516976736
2024-11-29,Deposit / Salary,3769.33478480461
2024-11-30,Rent,-364.0663398574219
2024-12-01,Utilities,-344.0007655977382
2024-12-02,Utilities,-481.68844952332876
2024-12-03,Grocery,-171.85259186924023
2024-12-04,Grocery,-323.9117967736592
2024-12-05,Utilities,-433.45196124523363
2024-12-06,Dining,-363.2274449834312
2024-12-07,Deposit / Salary,1521.0299421053742
2024-12-08,Deposit / Salary,4518.257729663457
2024-12-09,Grocery,-147.17925305404367
2024-12-10,Rent,-106.95721672368458
2024-12-11,Subscription,-234.74333384328548
2024-12-12,Subscription,-80.969451313765
2024-12-13,Deposit / Salary,1670.4318118027245
2024-12-14,Deposit / Salary,4662.321243791472
2024-12-15,Dining,-453.82228866726194
2024-12-16,Grocery,-363.0432591489086
2024-12-17,Deposit / Salary,4284.349771798153
2024-12-18,Utilities,-431.2698194682502
2024-12-19,Dining,-420.2052446931502
2024-12-20,Rent,-356.08299735657596
2024-12-21,Subscription,-240.9786668015942
2024-12-22,Grocery,-136.11914487467604
2024-12-23,Rent,-192.94114071995986
2024-12-24,Subscription,-379.8198090019773
2024-12-25,Deposit / Salary,3169.101347717263
2024-12-26,Subscription,-179.96663032889975
2024-12-27,Grocery,-410.8978759265146
2024-12-28,Utilities,-440.79015593579186
2024-12-29,Grocery,-438.1993090303605
2024-12-30,Utilities,-159.84783806397581
2024-12-31,Deposit / Salary,2741.0081643465887
2025-01-01,Deposit / Salary,2116.893611020275
