Date,Description,Amount
2024-10-04,Dining,-351.15914743553776
2024-10-05,Rent,-314.4182148553582
2024-10-06,Deposit / Salary,4704.41893128881
2024-10-07,Deposit / Salary,4732.526308336072
2024-10-08,Rent,-148.75155377969492
2024-10-09,Deposit / Salary,2449.1857111044737
2024-10-10,Deposit / Salary,4703.039543477684
2024-10-11,Dining,-116.76680770219222
2024-10-12,Grocery,-266.39719037805946
2024-10-13,Deposit / Salary,2159.0124044751537
2024-10-14,Deposit / Salary,2408.6524689948965
2024-10-15,Utilities,-191.03340229596552
2024-10-16,Grocery,-474.2781730673902
2024-10-17,Dining,-57.83237198228952
2024-10-18,Rent,-466.54168744430314
2024-10-19,Grocery,-259.5444618540723
2024-10-20,Utilities,-471.00371570730454
2024-10-21,Rent,-462.3045856427286
2024-10-22,Rent,-214.15492165889907
2024-10-23,Utilities,-183.37619335733177
2024-10-24,Utilities,-351.3741335774191
2024-10-25,Subscription,-258.17783323035474
2024-10-26,Subscription,-93.96684935552837
2024-10-27,Subscription,-332.8308464500138
2024-10-28,Deposit / Salary,2415.9626691685135
2024-10-29,Dining,-112.37896421799682
2024-10-30,Subscription,-253.93822507356384
2024-10-31,Rent,-268.8956007291645
2024-11-01,Rent,-256.37050737774155
2024-11-02,Utilities,-314.57513652517775
2024-11-03,Utilities,-263.06344778998675
2024-11-04,Subscription,-352.97634599746345
2024-11-05,Utilities,-341.35525324800494
2024-11-06,Grocery,-259.2127371075575
2024-11-07,Dining,-306.6346034110668
2024-11-08,Deposit / Salary,4380.959608527006
2024-11-09,Utilities,-405.64286462090854
2024-11-10,Utilities,-455.5166279490884
2024-11-11,Utilities,-52.25847164080491
2024-11-12,Utilities,-221.37864066121895
2024-11-13,Subscription,-77.28319971514091
2024-11-14,Rent,-387.8604425855187
2024-11-15,Dining,-360.258065798121
2024-11-16,Subscription,-460.2725322947488
2024-11-17,Rent,-250.97717700915092
2024-11-18,Utilities,-397.79007718788654
2024-11-19,Subscription,-58.23689845066646
2024-11-20,Rent,-349.6157105374393
2024-11-21,Utilities,-246.91918184364468
2024-11-22,Utilities,-389.21988667661975
2024-11-23,Dining,-290.0999299976554
2024-11-24,Rent,-58.052208240865795
2024-11-25,Deposit / Salary,2468.8423527508785
2024-11-26,Grocery,-323.04281128131686
2024-11-27,Utilities,-124.92024419799823
2024-11-28,Dining,-357.45929498385357
2024-11-29,Rent,-480.22849302976925
2024-11-30,Dining,-185.12359318910896
2024-12-01,Subscription,-182.25694312627496
2024-12-02,Grocery,-103.30029278152477
2024-12-03,Utilities,-210.21228949359008
2024-12-04,Deposit / Salary,2863.5210216650235
2024-12-05,Deposit / Salary,3668.3420935091135
2024-12-06,Rent,-194.0980144572225
2024-12-07,Dining,-96.16629476376883
2024-12-08,Utilities,-70.99916551522156
2024-12-09,Utilities,-384.6595963140873
2024-12-10,Subscription,-424.991009892654
2024-12-11,Deposit / Salary,3130.605844388415
2024-12-12,Subscription,-126.04902903417518
2024-12-13,Subscription,-156.47525318285318
2024-12-14,Dining,-80.7530048898623
2024-12-15,Subscription,-365.8900522618328
2024-12-16,Utilities,-289.92667629470725
2024-12-17,Rent,-423.0955594994507
2024-12-18,Dining,-444.21632803169007
2024-12-19,Deposit / Salary,1920.3190196612088
2024-12-20,Subscription,-300.49380198960284
2024-12-21,Rent,-335.92651808612703
2024-12-22,Rent,-379.08658075145644
2024-12-23,Deposit / Salary,4796.939107255064
2024-12-24,Rent,-391.0601407399763
2024-12-25,Utilities,-129.90033733926268
2024-12-26,Rent,-84.02353335116236
2024-12-27,Subscription,-402.94881842864976
2024-12-28,Utilities,-217.3021455931489
2024-12-29,Grocery,-346.6053978180496
2024-12-30,Grocery,-257.4351002076605
2024-12-31,Grocery,-339.49721667141006
2025-01-01,Dining,-298.83944054929674
