Date,Description,Amount
2024-10-04,Subscription,-66.24314018222552
2024-10-05,Rent,-349.3173011123861
2024-10-06,Dining,-246.2891573463688
2024-10-07,Utilities,-166.85378016106029
2024-10-08,Deposit / Salary,1385.8490546904404
2024-10-09,Rent,-282.87741126982223
2024-10-10,Rent,-108.92906953864326
2024-10-11,Utilities,-98.6667632110219
2024-10-12,Utilities,-94.26295636775188
2024-10-13,Grocery,-219.64955003743344
2024-10-14,Grocery,-491.59400678142873
2024-10-15,Subscription,-209.92258724825683
2024-10-16,Utilities,-343.84359124872117
2024-10-17,Subscription,-341.3008070183068
2024-10-18,Utilities,-335.4788813423144
2024-10-19,Deposit / Salary,1097.7733102178786
2024-10-20,Deposit / Salary,2694.4597715577975
2024-10-21,Rent,-89.98175589086433
2024-10-22,Deposit / Salary,1759.0898920762043
2024-10-23,Utilities,-492.96427164204147
2024-10-24,Rent,-417.6800918773395
2024-10-25,Grocery,-306.48352387228005
2024-10-26,Subscription,-100.82607391100865
2024-10-27,Rent,-350.2101204590839
2024-10-28,Utilities,-421.3512920256942
2024-10-29,Subscription,-248.46590427564368
2024-10-30,Rent,-400.26869230738686
2024-10-31,Utilities,-344.1694039413217
2024-11-01,Subscription,-122.2144023621033
2024-11-02,Grocery,-119.65545706274304
2024-11-03,Rent,-339.02495860322716
2024-11-04,Rent,-487.3552957397657
2024-11-05,Dining,-239.954763050143
2024-11-06,Subscription,-412.37395718874234
2024-11-07,Utilities,-383.8144705300317
2024-11-08,Dining,-401.48856674476974
2024-11-09,Deposit / Salary,3098.967730240805
2024-11-10,Utilities,-359.7538919768024
2024-11-11,Subscription,-335.8021521091146
2024-11-12,Subscription,-331.3361223512382
2024-11-13,Rent,-194.8472122967198
2024-11-14,Grocery,-402.5100534504594
2024-11-15,Rent,-138.08812961443954
2024-11-16,Subscription,-395.00585102310106
2024-11-17,Dining,-315.59003879158274
2024-11-18,Rent,-75.94519015158274
2024-11-19,Rent,-81.4063592701378
2024-11-20,Grocery,-122.78550269071916
2024-11-21,Rent,-208.10508955532308
2024-11-22,Dining,-482.3875263348884
2024-11-23,Dining,-149.00110523565132
2024-11-24,Grocery,-110.3253074307917
2024-11-25,Grocery,-497.6431765913108
2024-11-26,Dining,-150.72306758355654
2024-11-27,Deposit / Salary,2719.996653944666
2024-11-28,Rent,-179.18003793503726
2024-11-29,Subscription,-149.70318724048957
2024-11-30,Rent,-160.19307966814608
2024-12-01,Dining,-157.56093794899598
2024-12-02,Utilities,-66.67760217520089
2024-12-03,Deposit / Salary,3473.9254042403086
2024-12-04,Deposit / Salary,4512.559999916186
2024-12-05,Dining,-302.7698562689194
2024-12-06,Deposit / Salary,2962.5800311212333
2024-12-07,Deposit / Salary,2799.3450902505033
2024-12-08,Deposit / Salary,2064.708751854115
2024-12-09,Dining,-482.3347522181136
2024-12-10,Utilities,-452.1940747986931
2024-12-11,Utilities,-421.5988553151016
2024-12-12,Deposit / Salary,4940.122167855986
2024-12-13,Dining,-80.13550793996022
2024-12-14,Utilities,-294.0196234567913
2024-12-15,Rent,-112.35736393481368
2024-12-16,Grocery,-368.329415814191
2024-12-17,Grocery,-388.2696816087571
2024-12-18,Rent,-215.94160571121532
2024-12-19,Deposit / Salary,1253.3754478459591
2024-12-20,Grocery,-100.91303836617425
2024-12-21,Deposit / Salary,4352.579665558679
2024-12-22,Grocery,-463.50274173230906
2024-12-23,Utilities,-53.72919336600591
2024-12-24,Rent,-436.02561095683865
2024-12-25,Deposit / Salary,4505.087278243126
2024-12-26,Subscription,-256.97525138502715
2024-12-27,Rent,-315.91136521535066
2024-12-28,Deposit / Salary,2232.1975894443553
2024-12-29,Rent,-415.0836693817363
2024-12-30,Rent,-263.7498105595722
2024-12-31,Rent,-290.2580452034909
2025-01-01,Rent,-359.67067752230287
