Date,Description,Amount
2024-10-04,Subscription,-409.1200676685874
2024-10-05,Subscription,-68.31477099667583
2024-10-06,Utilities,-410.2946560337031
2024-10-07,Grocery,-453.3393414164136
2024-10-08,Grocery,-476.42656063871203
2024-10-09,Deposit / Salary,2140.7675188234853
2024-10-10,Subscription,-73.01202392492182
2024-10-11,Rent,-417.28597496600895
2024-10-12,Utilities,-311.3067124705475
2024-10-13,Rent,-186.27493660094137
2024-10-14,Dining,-264.39300725047974
2024-10-15,Dining,-395.9037084582605
2024-10-16,Subscription,-492.9809633436113
2024-10-17,Dining,-395.8676905977168
2024-10-18,Subscription,-377.04842135180434
2024-10-19,Utilities,-150.0590229176246
2024-10-20,Deposit / Salary,1654.2699576752252
2024-10-21,Grocery,-106.37320249818733
2024-10-22,Utilities,-110.00216378409579
2024-10-23,Rent,-120.52167573842443
2024-10-24,Deposit / Salary,2365.286182701305
2024-10-25,Subscription,-124.86292984067055
2024-10-26,Grocery,-291.4076496666895
2024-10-27,Utilities,-277.3764062039106
2024-10-28,Dining,-125.55637177916678
2024-10-29,Deposit / Salary,3004.827026777859
2024-10-30,Rent,-491.8773968869199
2024-10-31,Deposit / Salary,4073.041387645736
2024-11-01,Utilities,-191.46466561395806
2024-11-02,Utilities,-362.9229115643203
2024-11-03,Grocery,-466.4989057970285
2024-11-04,Rent,-185.9676204025706
2024-11-05,Rent,-449.1104749878996
2024-11-06,Subscription,-336.6806354000217
2024-11-07,Dining,-218.46790113043892
2024-11-08,Deposit / Salary,2136.323620959003
2024-11-09,Subscription,-494.34313111672725
2024-11-10,Grocery,-215.71454157894817
2024-11-11,Rent,-214.14320267025627
2024-11-12,Utilities,-416.2162783776358
2024-11-13,Utilities,-419.8082439588347
2024-11-14,Utilities,-110.48348625202675
2024-11-15,Dining,-380.38623624377465
2024-11-16,Subscription,-428.4022759495895
2024-11-17,Subscription,-53.84320827097117
2024-11-18,Dining,-497.94407052359725
2024-11-19,Utilities,-113.2222431564928
2024-11-20,Rent,-399.3437812115962
2024-11-21,Grocery,-371.8445203696505
2024-11-22,Deposit / Salary,2871.555676603318
2024-11-23,Utilities,-464.4105908089246
2024-11-24,Subscription,-148.5342724892061
2024-11-25,Subscription,-77.19844425010977
2024-11-26,Deposit / Salary,4309.920376800006
2024-11-27,Subscription,-381.3567133641699
2024-11-28,Rent,-304.410460155642
2024-11-29,Utilities,-291.94130639511457
2024-11-30,Rent,-82.8694384590057
2024-12-01,Subscription,-130.93959493018593
2024-12-02,Rent,-137.05453358881016
2024-12-03,Dining,-416.19126579371306
2024-12-04,Dining,-53.91108173288266
2024-12-05,Rent,-314.98720718724536
2024-12-06,Deposit / Salary,4981.160472845103
2024-12-07,Rent,-143.37874103266353
2024-12-08,Utilities,-416.13586554648407
2024-12-09,Deposit / Salary,4294.613459748076
2024-12-10,Grocery,-478.028151300654
2024-12-11,Subscription,-222.23315915518026
2024-12-12,Dining,-442.98131300052506
2024-12-13,Deposit / Salary,2167.784042944772
2024-12-14,Deposit / Salary,3570.4370723721454
2024-12-15,Rent,-383.9400831496919
2024-12-16,Grocery,-143.8258900856384
2024-12-17,Rent,-263.78719747720106
2024-12-18,Deposit / Salary,1744.6288616094862
2024-12-19,Deposit / Salary,3986.405753013268
2024-12-20,Subscription,-278.09433463480576
2024-12-21,Grocery,-310.2964712774576
2024-12-22,Rent,-261.7978611778505
2024-12-23,Dining,-117.53728051271436
2024-12-24,Rent,-95.17340926423617
2024-12-25,Subscription,-189.78476789104295
2024-12-26,Rent,-318.5687407514141
2024-12-27,Dining,-243.61523406401693
2024-12-28,Rent,-199.31952596360873
2024-12-29,Deposit / Salary,1047.9658501140302
2024-12-30,Grocery,-53.89296804367489
2024-12-31,Subscription,-246.66665115510636
2025-01-01,Subscription,-462.9703215959433
