Date,Description,Amount
2024-10-04,Dining,-386.36820248618665
2024-10-05,Subscription,-130.93843583462515
2024-10-06,Dining,-448.33854782251615
2024-10-07,Dining,-265.21835897187543
2024-10-08,Utilities,-72.8855078804882
2024-10-09,Rent,-203.00526139780382
2024-10-10,Grocery,-69.14336578635397
2024-10-11,Dining,-345.6206465291358
2024-10-12,Dining,-174.63795088073152
2024-10-13,Grocery,-88.27594573118327
2024-10-14,Deposit / Salary,2844.193129949351
2024-10-15,Grocery,-265.03989306795677
2024-10-16,Dining,-251.63966786072376
2024-10-17,Grocery,-275.21862362106845
2024-10-18,Grocery,-290.52882417279216
2024-10-19,Grocery,-160.4098434131731
2024-10-20,Subscription,-496.37575541805586
2024-10-21,Grocery,-63.42300664765493
2024-10-22,Subscription,-329.19463523240586
2024-10-23,Dining,-474.68983770083634
2024-10-24,Grocery,-190.3035133802421
2024-10-25,Deposit / Salary,2712.676678372517
2024-10-26,Rent,-89.45549750000177
2024-10-27,Subscription,-198.02866690054088
2024-10-28,Deposit / Salary,4214.728765985183
2024-10-29,Utilities,-70.23600531256491
2024-10-30,Rent,-276.2081479170787
2024-10-31,Grocery,-159.63903128618094
2024-11-01,Subscription,-168.00766605801493
2024-11-02,Dining,-251.96222702850184
2024-11-03,Utilities,-466.5384550075632
2024-11-04,Deposit / Salary,4595.641317923125
2024-11-05,Rent,-238.27312003428102
2024-11-06,Dining,-171.3299844382817
2024-11-07,Utilities,-171.25343178913408
2024-11-08,Dining,-290.0952887911542
2024-11-09,Utilities,-222.1285109379994
2024-11-10,Grocery,-303.3256691178482
2024-11-11,Grocery,-449.32433628287765
2024-11-12,Deposit / Salary,2655.6314580659973
2024-11-13,Rent,-167.86311750524345
2024-11-14,Rent,-400.3874817141779
2024-11-15,Utilities,-130.0141221176139
2024-11-16,Deposit / Salary,1736.2987329708349
2024-11-17,Subscription,-65.5682217038356
2024-11-18,Deposit / Salary,3477.8028663204714
2024-11-19,Utilities,-406.1746453133601
2024-11-20,Utilities,-344.21151617037174
2024-11-21,Subscription,-129.22290360554757
2024-11-22,Grocery,-355.35513980247225
2024-11-23,Deposit / Salary,1935.8637963921494
2024-11-24,Grocery,-300.20409140404047
2024-11-25,Dining,-88.3565055354252
2024-11-26,Subscription,-130.66510724593226
2024-11-27,Deposit / Salary,1450.0163679898942
2024-11-28,Grocery,-54.2459054373805
2024-11-29,Dining,-57.81715632423036
2024-11-30,Rent,-272.4653975921083
2024-12-01,Deposit / Salary,1909.4192204772157
2024-12-02,Utilities,-459.9361682087132
2024-12-03,Subscription,-435.2167559832927
2024-12-04,Rent,-471.5911029966438
2024-12-05,Rent,-493.3951520752661
2024-12-06,Rent,-59.3226978218159
2024-12-07,Dining,-297.3186480168378
2024-12-08,Utilities,-61.39755366557971
2024-12-09,Grocery,-261.48271959229635
2024-12-10,Dining,-477.2257958915106
2024-12-11,Grocery,-247.58038343010918
2024-12-12,Grocery,-459.3137394075783
2024-12-13,Dining,-64.59559416027133
2024-12-14,Deposit / Salary,1756.1523197808167
2024-12-15,Subscription,-429.87556413315303
2024-12-16,Rent,-499.1434170587202
2024-12-17,Subscription,-66.14674665118838
2024-12-18,Deposit / Salary,1118.6450685082657
2024-12-19,Grocery,-454.0826839128778
2024-12-20,Utilities,-64.7931208062435
2024-12-21,Dining,-322.01046368568217
2024-12-22,Deposit / Salary,4006.236462277549
2024-12-23,Dining,-248.4479455389277
2024-12-24,Utilities,-449.71994241432276
2024-12-25,Rent,-59.09940787469118
2024-12-26,Subscription,-227.89300288584332
2024-12-27,Subscription,-373.52295867418707
2024-12-28,Deposit / Salary,1664.4972111233471
2024-12-29,Utilities,-489.7216284665552
2024-12-30,Deposit / Salary,2867.458048843217
2024-12-31,Subscription,-188.98995121183287
2025-01-01,Grocery,-388.58018814635255
