Date,Description,Amount
2024-10-04,Deposit / Salary,1345.9379022830724
2024-10-05,Dining,-366.01722080247947
2024-10-06,Grocery,-379.50167898386223
2024-10-07,Dining,-484.297825772155
2024-10-08,Subscription,-52.60708779739839
2024-10-09,Subscription,-438.0545297059382
2024-10-10,Subscription,-129.24895919969617
2024-10-11,Utilities,-436.93458692727125
2024-10-12,Deposit / Salary,3604.9098499042443
2024-10-13,Utilities,-387.28256541564025
2024-10-14,Deposit / Salary,1274.3074858679431
2024-10-15,Subscription,-440.9062720399694
2024-10-16,Deposit / Salary,3172.0105853116534
2024-10-17,Grocery,-384.6129345094224
2024-10-18,Subscription,-151.96946258556966
2024-10-19,Rent,-72.52197924558422
2024-10-20,Rent,-374.92058655013136
2024-10-21,Grocery,-236.4670989162641
2024-10-22,Rent,-462.1046271587494
2024-10-23,Rent,-242.94801587342923
2024-10-24,Grocery,-381.09561911828797
2024-10-25,Dining,-207.96206168482965
2024-10-26,Subscription,-155.1033664307824
2024-10-27,Deposit / Salary,4997.424916782668
2024-10-28,Deposit / Salary,2888.3351667450497
2024-10-29,Subscription,-58.201398775234004
2024-10-30,Grocery,-279.50932437664414
2024-10-31,Utilities,-159.64946610389188
2024-11-01,Grocery,-343.8065869914136
2024-11-02,Utilities,-232.53906285559938
2024-11-03,Dining,-231.59459025784406
2024-11-04,Grocery,-326.4801603844531
2024-11-05,Utilities,-243.29824866300328
2024-11-06,Grocery,-199.6548345964591
2024-11-07,Rent,-389.46198287210075
2024-11-08,Subscription,-77.59974949980966
2024-11-09,Utilities,-249.83956359668827
2024-11-10,Deposit / Salary,2721.2678712609277
2024-11-11,Grocery,-438.1870922421608
2024-11-12,Deposit / Salary,2132.019822763228
2024-11-13,Grocery,-124.58060200863187
2024-11-14,Subscription,-448.8547195910208
2024-11-15,Dining,-75.91248934991633
2024-11-16,Grocery,-335.3337088793526
2024-11-17,Rent,-288.4051645377988
2024-11-18,Deposit / Salary,1559.5878974861926
2024-11-19,Rent,-414.99125469336565
2024-11-20,Grocery,-472.9602581130048
2024-11-21,Utilities,-399.94437848053354
2024-11-22,Rent,-336.72730092467276
2024-11-23,Grocery,-171.83272178193357
2024-11-24,Utilities,-381.7640699461345
2024-11-25,Subscription,-492.0517600247502
2024-11-26,Subscription,-440.559066557818
2024-11-27,Deposit / Salary,3198.9380337074654
2024-11-28,Utilities,-245.82095141708575
2024-11-29,Deposit / Salary,3921.0744653411716
2024-11-30,Deposit / Salary,4384.28494958001
2024-12-01,Grocery,-225.0699093238904
2024-12-02,Utilities,-296.141383698655
2024-12-03,Dining,-331.52742930312087
2024-12-04,Dining,-496.4770201250412
2024-12-05,Deposit / Salary,2953.389805999129
2024-12-06,Rent,-98.05937865741063
2024-12-07,Rent,-389.00374455559177
2024-12-08,Subscription,-287.9554329928553
2024-12-09,Grocery,-145.95547371134649
2024-12-10,Utilities,-239.5661437193472
2024-12-11,Rent,-489.54768125704277
2024-12-12,Subscription,-267.149135098857
2024-12-13,Utilities,-389.9777956165843
2024-12-14,Grocery,-471.44998036776616
2024-12-15,Deposit / Salary,2838.489075043069
2024-12-16,Rent,-279.05638003255467
2024-12-17,Dining,-486.8930160896113
2024-12-18,Rent,-385.8783424136657
2024-12-19,Utilities,-340.1075946431618
2024-12-20,Subscription,-120.84002010231723
2024-12-21,Grocery,-450.3097752336966
2024-12-22,Subscription,-345.4175656872546
2024-12-23,Rent,-232.1123914694725
2024-12-24,Subscription,-193.04701612505872
2024-12-25,Subscription,-398.24162282534473
2024-12-26,Dining,-143.60213820415493
2024-12-27,Rent,-219.83610474183087
2024-12-28,Grocery,-106.60448442880104
2024-12-29,Grocery,-81.82606966579954
2024-12-30,Subscription,-102.38042243985987
2024-12-31,Subscription,-73.26154878900125
2025-01-01,Deposit / Salary,1652.8489694765155
