Date,Description,Amount
2024-10-04,Subscription,-458.14326305288324
2024-10-05,Utilities,-143.92250535357664
2024-10-06,Grocery,-341.21839559923467
2024-10-07,Subscription,-214.2204603875923
2024-10-08,Dining,-372.67459254053887
2024-10-09,Deposit / Salary,1285.0811937472706
2024-10-10,Deposit / Salary,4704.169369619196
2024-10-11,Utilities,-419.67344624502346
2024-10-12,Deposit / Salary,4046.2965872774826
2024-10-13,Dining,-363.1689458952788
2024-10-14,Utilities,-328.258730746552
2024-10-15,Deposit / Salary,2753.3318963526262
2024-10-16,Dining,-313.6319728932374
2024-10-17,Rent,-290.28740323943975
2024-10-18,Rent,-114.09980736372164
2024-10-19,Deposit / Salary,3196.389545133877
2024-10-20,Subscription,-241.48031044691476
2024-10-21,Subscription,-452.42092550817057
2024-10-22,Grocery,-201.50768152752715
2024-10-23,Dining,-390.6360737140567
2024-10-24,Dining,-357.37929161382965
2024-10-25,Rent,-421.7627565881567
2024-10-26,Deposit / Salary,3655.9788341752574
2024-10-27,Rent,-166.4774899079133
2024-10-28,Subscription,-237.69664303620914
2024-10-29,Grocery,-406.70380859705386
2024-10-30,Grocery,-340.34247129783034
2024-10-31,Subscription,-427.7031410708585
2024-11-01,Dining,-63.36961121922583
2024-11-02,Rent,-233.74586272578074
2024-11-03,Utilities,-210.8170216604522
2024-11-04,Grocery,-336.7791857089858
2024-11-05,Subscription,-283.890850107215
2024-11-06,Rent,-457.34530623853414
2024-11-07,Utilities,-305.9233194842883
2024-11-08,Rent,-394.3891561252213
2024-11-09,Grocery,-368.2814944497992
2024-11-10,Dining,-400.06495106375695
2024-11-11,Rent,-100.16062071148858
2024-11-12,Rent,-75.02493800603452
2024-11-13,Dining,-275.3762593629933
2024-11-14,Deposit / Salary,3027.417105106131
2024-11-15,Deposit / Salary,2208.1305423399704
2024-11-16,Rent,-232.11810315481847
2024-11-17,Rent,-105.52714502679024
2024-11-18,Rent,-445.75816076160896
2024-11-19,Utilities,-241.1849676536354
2024-11-20,Deposit / Salary,1830.1452071613285
2024-11-21,Utilities,-187.3984931289523
2024-11-22,Subscription,-60.38903681544531
2024-11-23,Rent,-119.80831444250838
2024-11-24,Subscription,-185.5177120056397
2024-11-25,Subscription,-132.66573312683957
2024-11-26,Subscription,-273.9759406586718
2024-11-27,Utilities,-400.24594226202015
2024-11-28,Utilities,-410.09592369083197
2024-11-29,Deposit / Salary,2228.2175102680403
2024-11-30,Deposit / Salary,2569.1245190769628
2024-12-01,Subscription,-105.38137582844452
2024-12-02,Dining,-169.57362877224523
2024-12-03,Deposit / Salary,4409.15403594131
2024-12-04,Deposit / Salary,2550.9774939975455
2024-12-05,Grocery,-440.2188946714241
2024-12-06,Subscription,-296.085940345184
2024-12-07,Subscription,-94.05087455158406
2024-12-08,Deposit / Salary,4574.248219341693
2024-12-09,Utilities,-401.82492059602595
2024-12-10,Dining,-74.60509786374448
2024-12-11,Rent,-437.26454661157004
2024-12-12,Rent,-464.01309852795
2024-12-13,Subscription,-78.82145252513273
2024-12-14,Utilities,-433.3778337430356
2024-12-15,Subscription,-83.22468548779806
2024-12-16,Rent,-207.4665161885877
2024-12-17,Subscription,-72.20909795294128
2024-12-18,Grocery,-387.0617196509071
2024-12-19,Grocery,-125.88887241340372
2024-12-20,Subscription,-478.15002542498195
2024-12-21,Dining,-301.42417531701903
2024-12-22,Deposit / Salary,3741.745857359589
2024-12-23,Grocery,-461.22079028961105
2024-12-24,Utilities,-231.2337326279557
2024-12-25,Grocery,-64.6538626284923
2024-12-26,Deposit / Salary,3115.6263039306564
2024-12-27,Utilities,-343.23106883643123
2024-12-28,Rent,-218.9880235901169
2024-12-29,Deposit / Salary,4041.7321098136886
2024-12-30,Utilities,-436.46354180974004
2024-12-31,Dining,-102.4736811428576
2025-01-01,Utilities,-225.00000165517656
