Date,Description,Amount
2024-10-04,Utilities,-473.10712019621826
2024-10-05,Subscription,-102.9251617852353
2024-10-06,Rent,-202.57298988497197
2024-10-07,Rent,-178.94859529498808
2024-10-08,Deposit / Salary,1127.6854080636504
2024-10-09,Subscription,-186.40044208268407
2024-10-10,Subscription,-341.35753899441335
2024-10-11,Utilities,-376.45821083034156
2024-10-12,Rent,-92.74301195019802
2024-10-13,Dining,-75.1157727300717
2024-10-14,Dining,-152.21113640470958
2024-10-15,Dining,-413.60241514692336
2024-10-16,Dining,-135.4286221139683
2024-10-17,Subscription,-154.54981927784664
2024-10-18,Utilities,-80.077414313947
2024-10-19,Dining,-291.28406096375886
2024-10-20,Deposit / Salary,3725.6846282653946
2024-10-21,Rent,-428.06847735613906
2024-10-22,Deposit / Salary,1043.7434242386742
2024-10-23,Subscription,-450.00554651633036
2024-10-24,Grocery,-444.28388928184467
2024-10-25,Deposit / Salary,4605.922834495118
2024-10-26,Utilities,-59.94707283102268
2024-10-27,Utilities,-69.85344409502352
2024-10-28,Rent,-409.07127004287156
2024-10-29,Subscription,-131.8625803917659
2024-10-30,Rent,-139.88463094873197
2024-10-31,Dining,-297.5565667468727
2024-11-01,Dining,-73.02265118372479
2024-11-02,Rent,-102.33255827654656
2024-11-03,Subscription,-279.1485809449348
2024-11-04,Grocery,-426.5743432481472
2024-11-05,Deposit / Salary,4198.83833422274
2024-11-06,Dining,-148.72542685776946
2024-11-07,Dining,-340.63783516398735
2024-11-08,Utilities,-148.30172923682173
2024-11-09,Grocery,-318.5392457038961
2024-11-10,Dining,-270.2044536225335
2024-11-11,Deposit / Salary,3293.481231470463
2024-11-12,Deposit / Salary,2701.8026742357665
2024-11-13,Grocery,-311.1195344000874
2024-11-14,Subscription,-199.21035024497417
2024-11-15,Deposit / Salary,3482.334725351889
2024-11-16,Subscription,-227.57097645798893
2024-11-17,Rent,-354.5462241220331
2024-11-18,Rent,-259.3360723770098
2024-11-19,Grocery,-118.75515999002916
2024-11-20,Deposit / Salary,2891.4492921794144
2024-11-21,Rent,-257.6089003210725
2024-11-22,Dining,-237.89041578685328
2024-11-23,Dining,-69.26875027685986
2024-11-24,Subscription,-109.58481512023667
2024-11-25,Dining,-154.30906395824468
2024-11-26,Subscription,-362.77019504730254
2024-11-27,Rent,-304.9506220300116
2024-11-28,Grocery,-388.2959168255952
2024-11-29,Grocery,-475.01806528510934
2024-11-30,Utilities,-300.9513252086714
2024-12-01,Grocery,-190.8262442111439
2024-12-02,Dining,-434.2428306938405
2024-12-03,Deposit / Salary,3454.5949523896093
2024-12-04,Rent,-235.6043271123575
2024-12-05,Deposit / Salary,4430.4115564668355
2024-12-06,Deposit / Salary,4154.2447971718975
2024-12-07,Deposit / Salary,4757.261504183518
2024-12-08,Rent,-155.11396417957934
2024-12-09,Subscription,-222.94376196739563
2024-12-10,Dining,-361.7275129527936
2024-12-11,Grocery,-383.71177479328816
2024-12-12,Rent,-159.2258526619645
2024-12-13,Grocery,-113.17012928439361
2024-12-14,Rent,-338.45660926882033
2024-12-15,Subscription,-338.20555013122936
2024-12-16,Deposit / Salary,2771.909977565895
2024-12-17,Rent,-317.9697777961932
2024-12-18,Dining,-195.93747099706198
2024-12-19,Grocery,-441.71664616772506
2024-12-20,Grocery,-349.2585599826279
2024-12-21,Grocery,-206.03471138118024
2024-12-22,Dining,-230.1349562295387
2024-12-23,Grocery,-344.2398892409745
2024-12-24,Utilities,-165.54070251567845
2024-12-25,Deposit / Salary,4670.930773544453
2024-12-26,Subscription,-399.2156825743624
2024-12-27,Dining,-104.85592798072692
2024-12-28,Deposit / Salary,4625.6392490795315
2024-12-29,Subscription,-262.93371882838755
2024-12-30,Grocery,-430.5122244881717
2024-12-31,Grocery,-71.34291043121469
2025-01-01,Deposit / Salary,2618.984170623694
