Date,Description,Amount
2024-10-04,Deposit / Salary,3972.9661456702834
2024-10-05,Rent,-199.62936877340044
2024-10-06,Rent,-325.99105487847226
2024-10-07,Dining,-169.52682642149804
2024-10-08,Dining,-184.9284916476946
2024-10-09,Dining,-123.7185890489455
2024-10-10,Grocery,-498.92577061376886
2024-10-11,Utilities,-364.8328476002346
2024-10-12,Deposit / Salary,1074.1282349339203
2024-10-13,Utilities,-159.92833530974386
2024-10-14,Dining,-221.64145182096394
2024-10-15,Deposit / Salary,1384.1951020536176
2024-10-16,Subscription,-73.06474962950874
2024-10-17,Dining,-367.65003423922707
2024-10-18,Deposit / Salary,3916.141948370118
2024-10-19,Utilities,-143.64918953528473
2024-10-20,Rent,-263.63760363286247
2024-10-21,Dining,-423.8811081025012
2024-10-22,Utilities,-200.72454545760564
2024-10-23,Grocery,-77.40519558545576
2024-10-24,Subscription,-271.8049832826978
2024-10-25,Utilities,-411.28978422733275
2024-10-26,Deposit / Salary,3887.7455547063983
2024-10-27,Subscription,-376.8590645694521
2024-10-28,Utilities,-466.2422278857676
2024-10-29,Utilities,-92.6722667797618
2024-10-30,Rent,-115.15029641886001
2024-10-31,Dining,-290.4381613544358
2024-11-01,Rent,-234.79532300087465
2024-11-02,Deposit / Salary,2778.6815534911875
2024-11-03,Subscription,-276.92641264989606
2024-11-04,Subscription,-450.7453219777434
2024-11-05,Dining,-291.4749606159244
2024-11-06,Grocery,-238.5709324136415
2024-11-07,Utilities,-463.19580482215827
2024-11-08,Subscription,-80.53854563644285
2024-11-09,Subscription,-301.5117832733722
2024-11-10,Rent,-101.91311672426568
2024-11-11,Dining,-185.98169898755233
2024-11-12,Dining,-215.32655702305652
2024-11-13,Grocery,-241.8109695234623
2024-11-14,Utilities,-189.38587965285893
2024-11-15,Deposit / Salary,4056.6545793756936
2024-11-16,Utilities,-287.8913694523735
2024-11-17,Rent,-478.95331055739354
2024-11-18,Deposit / Salary,3347.191790605555
2024-11-19,Rent,-410.60795851696645
2024-11-20,Deposit / Salary,4903.39587352066
2024-11-21,Rent,-407.6868042996478
2024-11-22,Subscription,-448.44924358908577
2024-11-23,Grocery,-88.05592972339602
2024-11-24,Utilities,-434.4221193712205
2024-11-25,Utilities,-182.96333710542274
2024-11-26,Dining,-71.52610970880473
2024-11-27,Rent,-196.48773653877382
2024-11-28,Subscription,-402.9924702510734
2024-11-29,Utilities,-425.45601423877486
2024-11-30,Rent,-336.8488933657871
2024-12-01,Dining,-126.39136199432977
2024-12-02,Rent,-283.8574437696849
2024-12-03,Dining,-384.10830671773977
2024-12-04,Deposit / Salary,3971.101030983667
2024-12-05,Grocery,-66.53968171599155
2024-12-06,Subscription,-91.91606403222424
2024-12-07,Deposit / Salary,2920.6938525420774
2024-12-08,Subscription,-73.25514773205695
2024-12-09,Rent,-150.29607396133994
2024-12-10,Subscription,-272.3093575710556
2024-12-11,Dining,-109.44066684881349
2024-12-12,Deposit / Salary,3370.8470903374546
2024-12-13,Deposit / Salary,3672.5473159651056
2024-12-14,Rent,-376.3508240848685
2024-12-15,Subscription,-286.96790232331114
2024-12-16,Subscription,-68.1049673521965
2024-12-17,Utilities,-185.83975747030775
2024-12-18,Subscription,-372.11862215178985
2024-12-19,Grocery,-147.3615406329942
2024-12-20,Utilities,-283.71669067028137
2024-12-21,Subscription,-144.90667717918006
2024-12-22,Rent,-151.98794689658976
2024-12-23,Grocery,-138.8879211054477
2024-12-24,Subscription,-478.6139022874744
2024-12-25,Grocery,-213.00633799455272
2024-12-26,Deposit / Salary,4637.87817594032
2024-12-27,Rent,-103.81744839960905
2024-12-28,Dining,-355.6675014858039
2024-12-29,Subscription,-451.420227698632
2024-12-30,Rent,-139.22136247991315
2024-12-31,Utilities,-91.07705577625393
2025-01-01,Utilities,-181.50168629566298
