years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,loan_to_revenue_ratio,cashflow_adequacy,collateral_coverage,business_type_encoded,repayment_history_encoded,credit_score_category_encoded,business_maturity_encoded
0.4956175997277008,0.43374420667197117,0.05565137582587731,0.35760170256249996,0.5975645102314734,1.1277045477712306,-0.4136290299846274,0.3837435750358932,-0.4184980297839964,-0.7844838484768265,0.1117157439712609,0,1,2,1
-0.09491890006700203,-0.3272709063148835,-0.29670310183556653,-0.39173211517459056,-0.16918797038807545,1.1277045477712306,0.10879452204448492,-0.39056550464427675,-1.3851022965103847,0.6154306928117315,-1.4811348252995136,2,0,1,0
-0.8823008997932725,-0.24092206028825267,-0.26348211798383564,-0.36281302716762787,0.9708519021120432,-0.8029657959562656,-0.5707214267486262,-0.32762392276092567,-1.6552229680164652,0.5526543040568371,0.9085580049185333,0,1,0,3
-1.07914639972484,0.25336207906388203,0.3442957815835815,-0.0027650825331954295,-0.7745188761403509,-0.8029657959562656,1.5207994371441493,0.15264588653233743,-1.099911506817014,1.3935455912134151,1.0537444396696407,2,2,1,3
0.29877209979613323,-0.26496827741308626,-0.2191285703945566,-0.2623948047762962,-1.4302940240386492,0.16236937590748243,0.12523442403141524,-0.17741647841606148,0.420771309455752,-0.34929347838087105,1.3140403527994151,1,0,3,0
-1.2759918996564077,-0.2682803639048704,-0.2849308574515117,-0.2166987705873813,-0.28016530310932597,-0.8029657959562656,1.250454382247965,-0.1316841593177409,1.3874341538033554,-1.281209623038657,1.0431368018705682,0,1,1,2
-0.09491890006700203,-0.3515777946840801,-0.3108608955919532,-0.3973145340360388,1.4853831720014774,-0.8029657959562656,-1.6868081060835485,-0.3848772154451237,-0.9172250369644745,0.08043195105555348,-0.5549590381178006,1,0,0,0
0.29877209979613323,-0.0012899573689910534,-0.09379710759307432,-0.227695926626399,-0.9762958447244426,0.16236937590748243,1.7162516052109846,-0.3109096290550666,-1.4448457195929876,0.6481385313874631,-1.4593445150617799,2,1,3,0
-0.8823008997932725,-0.26619475316100977,-0.26106829543375776,-0.2348941050237291,-0.6938080887067142,-0.8029657959562656,-0.2766298467602099,-0.16428032149070687,0.9734553071562372,-0.988192997743145,0.9084213054136694,2,1,1,3
-1.07914639972484,-0.3581947096005383,-0.32032887598969645,-0.3819753388895306,0.6580976008067009,0.16236937590748243,-1.4840493149114102,-0.3711552666700517,0.6439635162645846,-1.0275208431169032,-0.43833326797673006,2,2,2,3
-0.8823008997932725,-0.33120068527632024,-0.2698329805350655,-0.3714900056962245,-1.5614490536183088,0.16236937590748243,1.6577986203685664,-0.36741571169095844,-0.4770266602700461,0.6983838562263754,-0.716972378005466,0,0,3,3
2.0703815991802417,-0.2862437704166537,-0.24281089090417882,-0.2737839925889396,-0.9863846931536473,0.16236937590748243,-0.7716535621444387,-0.2749566292448227,0.797000438423289,-0.5500258525586702,-0.3027461779473025,1,1,3,1
-0.48860989993013726,4.186444561785263,5.122844508583175,6.737061047120798,-0.017855243950006608,-0.8029657959562656,0.9910692620097346,6.99168281990554,1.0037750293293222,-0.2738635381622727,0.17988699139881512,0,2,1,0
-0.48860989993013726,1.9524025272974768,0.764611910252343,2.080020343338005,1.223073112842158,0.16236937590748243,-0.8264532354342058,3.213964152683039,-0.1436554502569664,-0.905119763893974,1.4119479972286608,2,1,0,0
0.10192659986456559,-0.32920915421751273,-0.2919461396797762,-0.38207137828353044,-1.1276285711625116,0.16236937590748243,0.19830065508443803,-0.36904641601106913,-0.9650383873968084,0.2907484972537054,-0.2833603718859048,1,0,3,0
-0.6854553998617049,-0.37752153197951266,-0.3275314680205292,-0.40466400029596006,-0.06829948609602955,0.16236937590748243,-1.299557081502528,-0.3794651997012476,1.63640322018433,-0.8924635358775813,1.153002417887586,2,1,1,3
-0.8823008997932725,2.405582340691689,2.754188359954761,2.7515635427872875,0.5874756618022688,1.1277045477712306,-0.5816813614065797,3.129990039875502,0.011070051306041937,0.13852437074873825,0.42006626353702337,2,2,2,3
-0.8823008997932725,-0.34767866471693304,-0.3052698746926512,-0.3995479662873633,0.385698693218177,0.16236937590748243,1.4952262562755914,-0.3710727551342966,-1.209049846469111,0.6902533823145062,1.3272319210667272,2,1,2,3
0.8893085995908361,-0.21942841249031328,-0.24112156853384611,-0.12114176800605003,0.43614293536419996,1.1277045477712306,-0.5542815247616961,-0.14820869651843516,1.5382275195853987,-1.1510094669531667,-0.36449954249615274,0,0,2,1
0.4956175997277008,-0.28532602050907835,-0.26531987453733563,-0.26225371464505715,0.6782752976651101,1.1277045477712306,-1.5589422017407586,-0.25722866530055527,1.026117408476347,-0.9083254582595797,-0.16114373475708,0,1,2,1
3.4483000987012153,-0.3784315422420653,-0.32694833372951476,-0.40783743102457876,2.2420468041918213,1.1277045477712306,0.9234829982856887,-0.39017707958700265,1.2796382547175882,-0.6541206625980965,-0.012160658577934094,1,1,0,1
-0.48860989993013726,-0.2253862880334868,-0.2566930211775404,-0.22606661314378326,-0.9056739057200105,0.16236937590748243,-0.8611596951843916,-0.150184467285405,0.1978606688765453,-0.9796095266512601,0.9509737997447872,0,1,3,0
-0.6854553998617049,-0.3840285095382268,-0.3338399208051398,-0.4177870606088803,0.012411301337607164,-0.8029657959562656,-1.7215145658337343,-0.3983139787179743,0.9882036941890021,-1.0302526494496589,0.6826065304417356,1,1,1,3
-0.2917643999985696,-0.334307137999458,-0.3120377666156368,-0.3714627687175498,0.5269425712270412,0.16236937590748243,-0.6109078538277888,-0.3435750848964093,-0.3521884029434072,-0.8671275673816623,0.6309721214079788,1,1,2,0
-0.48860989993013726,-0.24989127691684107,-0.21013416572406135,-0.32706700981863557,0.7186306913819285,-0.8029657959562656,0.8723366365485727,-0.29583405049803224,-0.9939433506759976,0.7739839692856575,0.482649445489952,0,0,2,0
0.8893085995908361,-0.3743656143250745,-0.3228769961340686,-0.4148909049048741,-0.5122088169810315,2.093039719634979,-1.1059315692120177,-0.3944276253026955,-1.0526648561120557,1.035636333477933,0.8126297215028097,0,2,1,1
-0.8823008997932725,-0.324854554740388,-0.27578448445063086,-0.3664416123360899,-0.007766395520802017,-0.8029657959562656,0.006501798570253413,-0.3782899109935326,-0.5073079071672093,0.2818024128550485,-1.469992918073999,1,2,1,3
-0.09491890006700203,-0.35572548765093254,-0.3056162211200416,-0.3966476798567334,0.24445481520931273,-0.8029657959562656,0.8577233903379682,-0.38061725700569177,-0.6517795149535687,0.40763196190248235,-0.15068459404078666,1,1,2,0
-0.09491890006700203,-0.28142138679435963,-0.21413128622792388,-0.33811747804813974,0.22427711835090355,-0.8029657959562656,-1.5881686941619677,-0.31388364921517015,-0.7529968554069459,1.0089768029918769,0.29143435014570546,0,1,2,0
2.2672270991118095,-0.2566616775937041,-0.19159049526980262,-0.26178474808806595,-0.2196322125340984,3.0583748914987265,0.15080760489997322,-0.2830919262100516,0.23936496863802925,-0.02302441729194792,-0.6445336174245203,0,2,1,1
1.479845099385539,3.281004026442884,1.3029756243057338,5.015326299771921,2.3429352884838672,0.16236937590748243,-1.3561834105686206,7.922659176070252,0.8117158239854709,-1.1755484234782707,1.667567465121629,0,1,0,1
-0.8823008997932725,-0.1865454126628345,-0.23138145880029606,-0.06067360998492985,-0.7946965729987601,-0.8029657959562656,-1.7872741737814548,0.07084691399139197,1.5543330335336214,-1.2007286477057113,1.012385402529146,0,1,1,3
0.10192659986456559,-0.34611879945985585,-0.30250617156796467,-0.3568305732497206,0.4966760259394275,-0.8029657959562656,0.6476579760605278,-0.3614437390199679,1.0909548408430065,-0.7854391472418725,-0.928273813060353,2,2,2,0
2.0703815991802417,0.6533206190416582,0.7002833625854061,0.08946345798592333,0.042677846625220936,0.16236937590748243,-0.4392022108531854,0.278232048824465,-1.4790883302732423,2.1820308743551977,1.0730868631612966,0,1,2,1
-1.4728373995879753,-0.005431527416669995,0.016828768633189637,-0.1504842554919368,-0.5929196044146683,-0.8029657959562656,-1.2210108831205286,-0.0206036051196406,-0.9649649232126247,0.7579943762931883,1.2999607725971016,1,1,1,2
0.10192659986456559,-0.24996698784437382,-0.19711790151917574,-0.17136753119341747,1.5761828078643185,-0.8029657959562656,1.4185067136699174,-0.07613196611097856,1.6157882190974522,-0.6886550159539989,0.9914252719048662,0,0,0,0
4.0388365984959185,-0.08343225472817492,-0.05060629443860585,0.07891293676308772,1.1120957801209075,2.093039719634979,-1.3854099029898295,0.27629693301321917,1.2021479784306002,-0.6544732980447049,1.1450226274043005,0,1,0,1
4.0388365984959185,-0.36898549468323666,-0.3121049154127839,-0.3990197496203641,-2.2172242015166073,3.0583748914987265,1.9098771175014955,-0.38087650744995133,0.4232184063677499,0.10871940922755464,0.07768713781777797,0,1,3,1
-0.8823008997932725,-0.3588869434513646,-0.32372519146645323,-0.4027863268750974,-0.623186149702282,-0.8029657959562656,0.12706107980774062,-0.3846672315974558,-0.924592476756376,-0.6217953559831915,0.07369554837829986,2,0,1,3
0.8893085995908361,-0.2569560248935213,-0.2609905441949558,-0.33809398454046774,0.8094303272447698,-0.8029657959562656,-0.06108446515379287,-0.3584922493156226,-1.1009305257800523,-0.05580695734186391,-1.2559457537139307,1,1,0,1
-0.6854553998617049,0.10159734052469627,0.22715293788682903,-0.16998657764904868,0.40587639007658616,1.1277045477712306,-0.7186805446309974,-0.1529200651559057,-1.4191260442286846,2.5696728501117216,0.06827342908995043,0,2,2,3
-1.669682899519543,1.1367858698000566,0.6454758075244866,1.6272578523801398,1.6972489890147737,-0.8029657959562656,0.8504167672326659,0.9617133511907636,0.49396041806355134,-0.828935003514937,-0.9140850702924204,0,0,0,2
0.4956175997277008,-0.17824022317876764,-0.09229156087809161,-0.1005231169788969,-0.673630391848305,0.16236937590748243,0.27684685346643734,-0.1965465376560115,0.9495705568667048,-0.29078177570960134,-0.9722917758338036,1,1,1,1
-0.09491890006700203,-0.3648536249906528,-0.31014699785386274,-0.4101639337101423,-2.2172242015166073,0.16236937590748243,1.5244527486968005,-0.3929029643276875,-1.2231278179317766,1.8641211694586723,-0.1123336434486842,2,1,3,0
0.10192659986456559,0.3061149835619693,0.02451553883292525,0.5672640902026252,-0.3104318483969397,0.16236937590748243,1.250454382247965,0.796112198253557,0.6857258533327866,-1.0532586048593953,0.7158662517917773,0,2,1,0
4.0388365984959185,-0.3352074135084933,-0.2876874922817617,-0.3554550412840453,1.5963605047227278,1.1277045477712306,0.7243775186662017,-0.37557173667548505,0.38629248703484365,-0.3836164224872574,-1.5812238981668438,0,1,0,1
0.10192659986456559,-0.27492011937375105,-0.24369442770874614,-0.33429694317688496,-0.15909912195887085,0.16236937590748243,0.8211902748114568,-0.33347062609789974,-0.7821277617282293,0.24819804368721984,-0.4947352825704813,0,0,1,0
-0.48860989993013726,-0.34371844315174055,-0.31383311340251757,-0.3493160070100603,-0.4113203326889856,1.1277045477712306,-1.5096224957799682,-0.291401258429094,1.2819649078095512,-1.1794090594730757,1.6653962552539452,2,1,1,0
1.479845099385539,-0.3695430931090911,-0.3141193793271974,-0.39108320383905665,-0.7442523308527371,1.1277045477712306,0.19647399930811227,-0.37532620477539835,1.5010556632430925,-0.45861501810023036,-0.13638517261554062,2,1,1,1
-0.2917643999985696,0.06732134218682873,-0.07436283203981173,-0.13564875082309985,-1.2285170554545575,0.16236937590748243,0.9088697520750841,-0.03449938887780823,-1.1540943735463673,0.01017984196219595,0.9399780288899271,2,1,3,0
1.8735360992486743,0.7443633361847847,0.7852089202404161,0.15448987283624066,0.1738328762048806,0.16236937590748243,0.033901635215136755,0.24064674252836768,-1.437948448344712,2.025588905645545,0.4321107062410721,1,1,2,1
-0.6854553998617049,-0.2803533845780778,-0.2542120498303154,-0.28123504890676126,0.0830332403420393,-0.8029657959562656,-0.9305726146847633,-0.29684511721710855,0.4502142595898233,-0.6426727603677271,-0.6242709624468388,1,1,2,3
-0.48860989993013726,-0.37396824375040016,-0.3192827684130888,-0.4153295364382229,-0.6332749981314866,-0.8029657959562656,-1.5132758073326193,-0.3990893268021387,-1.1680819524271735,1.9624165397980464,-0.5666430472057415,2,1,1,0
-0.48860989993013726,-0.3031682757774403,-0.2379266994485307,-0.3006270032118975,0.4764983290810183,1.1277045477712306,-1.5845153826093166,-0.2443369387863391,0.7463316393081115,-0.20889405363889132,1.0021928406373404,0,1,2,0
-0.09491890006700203,-0.3464013824992386,-0.30793462169522623,-0.3822601008561484,-1.0973620258748977,1.1277045477712306,1.336307203735267,-0.36722355193717937,-0.29377504168396834,-0.4450014992317053,-0.14189311697821422,2,1,3,0
-1.2759918996564077,0.9327919427426501,1.3035375537134386,1.2297937859886907,-0.07838833452523415,-0.8029657959562656,0.6166048278629929,1.6711706668807091,0.27827989663472213,0.1742641893021673,0.8454294999225254,0,2,1,2
1.6766905993171066,-0.34848971071846274,-0.2967207725716579,-0.3769647674950439,-0.17927681881728005,1.1277045477712306,0.569111777678528,-0.37881001404779446,0.13775153672782595,-0.12886636615808214,-1.1833655962659537,0,2,1,1
-1.4728373995879753,0.10405734369711953,0.045268051298602265,-0.02630764258385742,-1.5110048114722858,-0.8029657959562656,0.34077980563783206,-0.12553124205317098,-0.749201242967174,0.11047266425299737,-0.7998170306937906,1,1,3,2
1.2829995994539714,-0.003292530321364184,-0.027846386352951905,0.14190664685894858,-1.0670954805872839,-0.8029657959562656,0.6440046645078766,0.10063938624978751,0.7850399349670087,-0.6994036090704517,-0.23228969896517113,0,1,3,1
-0.2917643999985696,0.39587481154456267,0.5339027798437266,0.04294644188055812,1.4752943235722726,1.1277045477712306,1.7052916705530317,0.1164126078524596,-1.2414341727038083,1.8783901780081673,0.4347461333287459,2,2,0,0
-1.2759918996564077,-0.09918157238872147,-0.14988755809422552,-0.12515954507358407,-0.11874372824205251,-0.8029657959562656,-0.05560449782481596,-0.02389345220179697,-0.2247191947738608,-0.5460470601789623,0.9110278826998597,0,1,1,2
-0.09491890006700203,-0.3619548699415008,-0.3223221350208003,-0.4089395605218512,-0.11874372824205251,0.16236937590748243,-0.8940394991582519,-0.39293811183867056,-1.2695766077253612,0.017295782166590046,-0.34267440077055733,0,0,1,0
0.6924630996592684,-0.31245179079079316,-0.2631534422925366,-0.39071660185120777,-0.06829948609602955,1.1277045477712306,0.29511341122969303,-0.35613296012396606,-1.595982040758405,2.500914659625319,1.5431888299087477,1,1,1,1
-1.669682899519543,-0.08190933337667251,-0.08197891929518195,-0.15370247878738066,-1.309227842888194,-0.8029657959562656,-0.40084243955034843,-0.08594563182716693,-0.5756941995561478,0.07357636628378393,0.6286475706298691,0,0,3,2
-0.6854553998617049,-0.3016580130453527,-0.29613056998620696,-0.3447201863856294,-0.8653185120031922,-0.8029657959562656,-1.341570164358016,-0.2999069560869903,-0.4927089231169688,-0.777790778508573,1.0817881088589876,0,1,1,3
0.29877209979613323,-0.25862190608819774,-0.2076037163157806,-0.27691030721700727,1.7376043827315921,-0.8029657959562656,0.5563251872442493,-0.313929911750994,0.012280318913478987,-0.056792559037712916,-1.0375592311994437,2,1,0,0
0.6924630996592684,-0.21746608569205797,-0.1981463383596921,-0.2042394664087987,1.9192036544572746,4.9890452352262225,2.15099567997647,-0.07357320728434126,0.3631550090968958,-0.5369695527049843,1.608398523193256,0,0,0,1
-0.48860989993013726,-0.3642678886553382,-0.3195301587183676,-0.39784442881072885,1.223073112842158,-0.8029657959562656,0.05947481608369473,-0.3718680301548873,-0.06382635465911123,-0.5249559014920487,0.964103671100849,2,1,0,0
0.8893085995908361,-0.3821605720108256,-0.331768910535234,-0.4177870606088803,-1.3798497818926263,1.1277045477712306,0.8138836517061545,-0.4025861536711952,-0.13388358154037783,-0.4025774488821773,-1.2942632702556538,0,1,3,1
0.4956175997277008,-0.31293498542916315,-0.2946285574184425,-0.34131311143236054,1.5963605047227278,-0.8029657959562656,-1.3689700010028996,-0.31377119720709623,-0.0687886830442697,-0.7829215904960614,0.41867063829511864,0,0,0,1
0.29877209979613323,-0.1711014841956708,-0.0818234168175781,-0.06880959241103536,-0.4113203326889856,0.16236937590748243,-0.5944679518408587,-0.2502399181950296,1.1704535413351864,-0.36471100288018604,-1.5959360632894097,0,1,1,0
1.8735360992486743,-0.2872315211136562,-0.26821434110909814,-0.3230427784907521,0.385698693218177,0.16236937590748243,0.4576857753226685,-0.3554739693268737,-0.29961999245906723,-0.4496540102753612,-1.412179123799817,2,0,2,1
-0.6854553998617049,-0.3847294117914785,-0.3332638548085619,-0.4177870606088803,0.12338863405885765,-0.8029657959562656,1.1207618221288498,-0.40165910051825787,1.7236694283178362,-0.855660400827646,-0.8652866010531312,0,1,2,3
-0.09491890006700203,-0.33258405222845855,-0.2959821358030396,-0.3531450615049764,0.012411301337607164,-0.8029657959562656,1.327173924853639,-0.2977853882374241,0.3405828591220558,-0.6567182193246442,1.6433798641056978,2,1,1,0
0.4956175997277008,-0.3434776541954801,-0.31648372381621953,-0.4025449375380279,1.223073112842158,2.093039719634979,0.925309654062014,-0.38893189639875725,-1.4970841979622844,0.018372788828861758,-0.5464955242409694,1,2,0,1
-0.8823008997932725,-0.3121745739052928,-0.25380915704743273,-0.3468966920606717,0.6379199039482918,-0.8029657959562656,-1.1662112098307615,-0.32780957371637454,-0.264468540022302,0.3203490964611545,0.11655346299678965,2,0,2,3
-0.8823008997932725,-0.3847294117914785,-0.3342039379686215,-0.4177870606088803,-1.0570066321580793,-0.8029657959562656,0.9380962444962933,-0.39778356172174306,1.7236694283178362,-1.1405778126893356,0.9280471673790619,0,1,3,3
-1.07914639972484,-0.22097592871377658,-0.1923856783939132,-0.29946110562237244,0.6278310555190871,-0.8029657959562656,0.4576857753226685,-0.2757981668012372,-0.893034066177445,0.4904969131948205,0.2126644690464746,2,1,2,3
-0.09491890006700203,1.8251031506591293,0.7254747639572293,2.3232623112982256,1.4853831720014774,0.16236937590748243,-1.6119152192542001,3.1039248059470514,0.2533426595891872,-1.0091146091575278,0.9101174757369008,0,2,0,0
0.10192659986456559,-0.20721576862089724,-0.19352720794541417,-0.3309233012922263,0.5269425712270412,0.16236937590748243,0.6787111242580622,-0.3563261212313344,-1.4270752926845123,1.2270228852448246,-1.3133596198287243,2,1,2,0
-0.48860989993013726,-0.0627643066596748,-0.17633711587575257,-0.1253237414568741,-0.6635415434191003,-0.8029657959562656,-0.3113363065103955,-0.19044829429741517,-0.4940941380679872,-0.7184651432153614,-0.7509830810239934,1,1,1,0
-0.8823008997932725,-0.33735043521921093,-0.28769102642898,-0.401601453760145,-3.064687469569793,-0.8029657959562656,-0.36430932402383703,-0.3919055160174251,-1.5896350060278714,2.4318070357256376,-1.0370675687842625,0,0,3,3
-0.8823008997932725,-0.1829890629741353,-0.1171260133808696,-0.19016143373457348,-2.0154472329325155,-0.8029657959562656,-0.8447197931974615,-0.14228508922580588,0.020558605627054548,0.06623485042942047,0.46025057362519634,1,1,3,3
0.4956175997277008,-0.36315908991018137,-0.312341703276408,-0.389099422378049,0.14356633091726684,0.16236937590748243,0.2311804590582983,-0.38569371916180667,0.632482788199959,-0.4334110198526042,-1.1737922493534598,1,1,2,1
0.8893085995908361,-0.25834300368000357,-0.21797290425418256,-0.18942887518491064,-0.14901027352966628,-0.8029657959562656,0.5672851219022027,-0.18443426477567568,1.5669971978893729,-0.7795968844477995,-0.08634631393091578,0,1,1,1
0.6924630996592684,-0.3338139678186144,-0.293716747436129,-0.37749530769576883,-0.6635415434191003,3.0583748914987265,-1.1351580616332269,-0.3789547096414426,-0.6297763558531911,0.015409883302800327,-1.1730670601693114,1,0,1,1
-0.2917643999985696,-0.308400310211178,-0.2926282300929021,-0.35416496372539685,-0.8148742698571693,0.16236937590748243,0.6823644358107134,-0.36873609653375733,-0.5869756372860349,-0.5469654040942507,-1.3142711826798466,0,0,1,0
0.10192659986456559,0.09532533858886992,0.09324409978660728,0.21561275102720928,0.9910295989704524,0.16236937590748243,-1.1607312425017846,-0.09420069068167136,0.4432694461206883,-0.4519633455738863,-1.4496381622413053,1,2,0,0
0.29877209979613323,-0.13316686965953806,-0.10723040116971572,-0.30428592340400196,0.30498790578454027,-0.8029657959562656,1.1390283798921055,-0.27669317663931825,-1.5319581165344696,1.9698627282258043,0.31579148150202796,1,2,2,0
-0.48860989993013726,0.6556417557831639,0.6567603395924203,0.34153537044502247,1.3441392939926131,-0.8029657959562656,-1.3050370488315046,0.22463730161398904,-0.9224141937459737,0.7715901911933787,-0.44551267697661673,2,1,0,0
-0.8823008997932725,0.10389587750273577,0.2542492446092993,0.13960415402188497,-1.4807382661846722,0.16236937590748243,-0.06839108825909515,-0.15471058550886235,0.03219567851535622,0.2836161290339534,-1.5739177408370704,2,1,3,3
-1.2759918996564077,-0.2529452376475141,-0.16412663723663232,-0.24149991140618648,-0.13892142510046168,0.16236937590748243,-1.0474785843695995,-0.20971013166971184,0.5081152372238033,0.07759079367202694,0.3038106434243509,1,1,1,2
0.4956175997277008,-0.3647854129191865,-0.30961334162390414,-0.40721782203103135,0.29489905735533567,1.1277045477712306,1.5883857008681952,-0.393358580210801,-0.9354576485897329,1.2973746612438501,-0.675623480104055,0,1,2,1
1.479845099385539,-0.3230415170950141,-0.26539055748170104,-0.3859478070494115,0.43614293536419996,-0.8029657959562656,0.9326162771673163,-0.3543841962156815,-1.2597134739867104,1.8553859175202232,1.125594657428497,0,1,2,1
0.4956175997277008,0.20320766578649002,0.34797129469058147,-0.004671025614388676,-1.581626750476718,0.16236937590748243,-1.2502373755417377,-0.21137337998147349,-0.9783491610424837,1.4250299214130964,-1.5194366298770166,2,1,3,1
